City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
393,Kloulklubed,PW,2022-01-27 05:12:03,7.0419,134.2556,84.7,81,100,16.42
394,Suhbaatar,MN,2022-01-27 05:12:04,50.2314,106.2078,-2.54,88,46,3.83
395,Mezhdurechensk,RU,2022-01-27 05:12:04,53.6942,88.0603,17.24,80,99,6.06
396,Macamic,CA,2022-01-27 05:12:04,48.7502,-78.9996,9.28,85,100,20.07
397,Kashihara,JP,2022-01-27 05:12:05,34.509,135.7929,51.49,50,98,6.8
398,San Policarpo,PH,2022-01-27 05:12:05,12.1791,125.5072,82.33,74,68,13.73
399,Jeremie,HT,2022-01-27 05:12:06,18.65,-74.1167,75.76,79,4,2.48
400,Srednyaya Akhtuba,RU,2022-01-27 05:12:06,48.7089,44.8667,22.66,97,95,4.23
401,Benghazi,LY,2022-01-27 05:12:06,32.1167,20.0667,54.64,61,100,12.97
402,Pevek,RU,2022-01-27 05:12:07,69.7008,170.3133,-32.03,98,28,2.8
403,Bera,BD,2022-01-27 05:12:07,24.0833,89.6167,68.4,52,40,9.04
404,Nacala,MZ,2022-01-27 05:12:08,-14.5428,40.6728,76.8,88,100,4.09
405,Helmstedt,DE,2022-01-27 05:12:08,52.2279,11.0099,39.15,80,100,22.03
406,Acarau,BR,2022-01-27 05:12:08,-2.8856,-40.12,77.27,86,100,10.65
407,Rabat,MA,2022-01-27 05:11:52,33.9911,-6.8401,55.04,93,98,3.44
408,Shakawe,BW,2022-01-27 05:12:09,-18.3667,21.85,66.72,92,100,5.28
409,Batagay-Alyta,RU,2022-01-27 05:12:09,67.8006,130.4114,-13.7,88,80,5.37
410,Booue,GA,2022-01-27 05:12:10,-0.0921,11.9385,71.89,97,75,2.21
411,Imbituba,BR,2022-01-27 05:12:10,-28.24,-48.6703,80.49,89,93,8.43
412,Uvat,RU,2022-01-27 05:12:10,59.1433,68.8953,10.83,86,100,9.75
413,Ishigaki,JP,2022-01-27 05:12:11,24.3448,124.1572,71.24,71,50,6.08
414,Mitsamiouli,KM,2022-01-27 05:12:11,-11.3847,43.2844,80.85,73,86,3.85
415,Codrington,AU,2022-01-27 05:12:12,-38.2667,141.9667,74.43,88,58,2.82
416,Fort Nelson,CA,2022-01-27 05:12:12,58.8053,-122.7002,14.74,99,100,1.32
417,San Patricio,US,2022-01-27 05:12:13,28.017,-97.5169,55.81,78,91,10.07
418,Candolim,IN,2022-01-27 05:12:13,15.5181,73.7626,77.36,48,2,4.88
419,Vozhega,RU,2022-01-27 05:13:13,60.4725,40.2213,3.78,98,100,4.27
420,Junin,AR,2022-01-27 05:10:34,-34.5838,-60.9433,57.83,62,1,10.98
421,Mayo,US,2022-01-27 05:13:14,38.8876,-76.5119,25.95,61,0,4.56
422,Tandil,AR,2022-01-27 05:13:14,-37.3217,-59.1332,50.81,80,0,6.62
423,Udachnyy,RU,2022-01-27 05:13:15,66.4167,112.4,-8.21,86,42,3.91
424,Carutapera,BR,2022-01-27 05:13:15,-1.195,-46.02,74.44,95,100,3.87
425,Bethel,US,2022-01-27 05:13:15,41.3712,-73.414,19.04,65,0,0.0
426,Kremenki,RU,2022-01-27 05:13:16,54.885,37.1261,11.3,99,100,3.56
427,Genc,TR,2022-01-27 05:13:16,38.7507,40.5603,32.36,100,100,9.22
428,Shasta Lake,US,2022-01-27 05:13:17,40.6804,-122.3708,48.81,55,0,5.82
429,Quatre Cocos,MU,2022-01-27 05:13:17,-20.2078,57.7625,83.08,63,21,12.01
430,Mareeba,AU,2022-01-27 05:13:17,-17.0,145.4333,83.12,92,99,2.55
431,Sarkand,KZ,2022-01-27 05:13:18,45.41,79.9186,25.18,68,100,0.47
432,Ankazoabo,MG,2022-01-27 05:13:18,-22.2833,44.5167,79.03,52,0,4.07
433,Smithers,CA,2022-01-27 05:13:19,54.7804,-127.1743,19.65,98,100,0.45
434,Zalantun,CN,2022-01-27 05:13:19,48.0,122.7167,12.36,68,23,10.83
435,Sao Sebastiao,BR,2022-01-27 05:13:20,-23.76,-45.4097,77.29,81,74,5.7
436,Mandurah,AU,2022-01-27 05:13:21,-32.55,115.7,86.22,55,0,21.07
437,Chicama,PE,2022-01-27 05:13:21,-7.8447,-79.1469,66.74,75,95,4.99
438,Praia Da Vitoria,PT,2022-01-27 05:13:21,38.7333,-27.0667,57.76,86,49,11.25
439,Zarichne,UA,2022-01-27 05:13:22,51.8126,26.129,32.54,97,100,11.43
440,Sinazongwe,ZM,2022-01-27 05:13:22,-17.2614,27.4618,73.17,90,100,9.73
441,San Alberto,CO,2022-01-27 05:13:23,7.7611,-73.3922,74.95,87,97,4.12
442,Sar-E Pul,AF,2022-01-27 05:13:23,35.8333,66.1667,37.71,39,0,7.2
443,Alyangula,AU,2022-01-27 05:13:23,-13.8483,136.4192,88.81,61,100,6.44
444,Klyuchi,RU,2022-01-27 05:13:24,52.2667,79.1667,2.41,97,99,5.37
445,Hede,CN,2022-01-27 05:13:24,33.7681,120.2517,41.81,58,100,13.49
446,Asekeyevo,RU,2022-01-27 05:13:25,53.5742,52.7972,4.35,98,97,6.29
447,Garbolovo,RU,2022-01-27 05:13:25,60.3413,30.4955,24.17,94,100,9.4
448,Kalmunai,LK,2022-01-27 05:13:25,7.4167,81.8167,80.38,62,92,10.13
449,Sawakin,SD,2022-01-27 05:13:26,19.1059,37.3321,68.63,56,84,16.35
450,Ostrovnoy,RU,2022-01-27 05:13:26,68.0531,39.5131,14.68,94,88,20.8
451,Akniste,LV,2022-01-27 05:13:27,56.1615,25.7478,33.51,93,100,8.61
452,Bloomington,US,2022-01-27 05:13:27,44.8408,-93.2983,30.51,78,100,1.99
453,Nuevo Casas Grandes,MX,2022-01-27 05:13:27,30.4167,-107.9167,47.52,38,54,2.28
454,Arzgir,RU,2022-01-27 05:13:28,45.3728,44.2206,29.37,87,99,3.6
455,Nueva Londres,PY,2022-01-27 05:13:28,-25.4045,-56.5498,75.25,86,39,1.99
456,Cabo San Lucas,MX,2022-01-27 05:11:58,22.8909,-109.9124,68.5,67,4,4.54
457,Souillac,MU,2022-01-27 05:13:29,-20.5167,57.5167,83.35,65,75,5.75
458,Lagoa,PT,2022-01-27 05:13:29,39.05,-27.9833,58.68,79,40,10.49
459,Kuching,MY,2022-01-27 05:13:30,1.55,110.3333,82.62,78,40,6.91
460,Clarence Town,AU,2022-01-27 05:13:30,-32.5833,151.7833,81.61,39,12,9.15
461,Eydhafushi,MV,2022-01-27 05:13:30,5.1033,73.0708,79.29,64,100,11.14
462,Okhotsk,RU,2022-01-27 05:09:19,59.3833,143.3,-1.66,79,100,16.75
463,Ilam,NP,2022-01-27 05:13:31,26.9167,87.9167,56.12,49,4,5.57
464,Monkey Bay,MW,2022-01-27 05:13:31,-14.0728,34.9201,74.16,86,100,6.11
465,Satellite Beach,US,2022-01-27 05:14:32,28.1761,-80.5901,66.22,94,100,1.01
466,Murray Bridge,AU,2022-01-27 05:14:32,-35.1167,139.2667,99.82,37,3,9.91
467,Vardo,NO,2022-01-27 05:14:33,70.3705,31.1107,16.0,73,100,11.5
468,Ouango,CF,2022-01-27 05:14:33,4.3133,22.5552,66.22,40,57,2.55
469,Kandrian,PG,2022-01-27 05:14:34,-6.2167,149.55,87.96,65,100,9.1
470,Mbanza-Ngungu,CD,2022-01-27 05:14:34,-5.25,14.8667,63.64,95,72,3.18
471,Xuddur,SO,2022-01-27 05:14:34,4.1213,43.8894,70.05,65,51,20.38
472,Kamenka,RU,2022-01-27 05:14:35,51.3223,42.7678,6.37,98,98,4.72
473,Champoton,MX,2022-01-27 05:14:35,19.35,-90.7167,73.17,85,3,10.63
474,Devonport,AU,2022-01-27 05:14:36,-41.1667,146.35,68.09,98,100,9.55
475,Sept-Iles,CA,2022-01-27 05:14:36,50.2001,-66.3821,-12.95,73,0,2.3
476,Doha,QA,2022-01-27 05:13:12,25.2867,51.5333,66.18,94,40,9.22
477,Tiznit,MA,2022-01-27 05:14:37,29.5833,-9.5,49.71,69,51,9.33
478,Kambove,CD,2022-01-27 05:14:37,-10.8764,26.5969,61.61,95,100,4.99
479,Parrita,CR,2022-01-27 05:14:38,9.5201,-84.3225,78.57,71,54,4.74
480,Marawi,PH,2022-01-27 05:14:38,7.9986,124.2928,74.64,78,60,3.02
481,Amberley,US,2022-01-27 05:14:38,39.2048,-84.428,16.3,71,0,1.01
482,Pangnirtung,CA,2022-01-27 05:11:16,66.1451,-65.7125,-25.67,92,100,6.02
483,Liepaja,LV,2022-01-27 05:14:39,56.5419,21.0367,39.25,93,75,11.5
484,Alofi,NU,2022-01-27 05:14:39,-19.0595,-169.9187,82.29,78,20,6.91
485,Cap-Chat,CA,2022-01-27 05:14:40,49.1001,-66.6821,-11.2,70,56,11.5
486,Chesma,RU,2022-01-27 05:14:40,53.8111,60.6533,15.75,90,100,10.58
487,Charters Towers,AU,2022-01-27 05:14:41,-20.1,146.2667,77.7,79,100,6.85
488,Jardim,BR,2022-01-27 05:14:41,-21.4803,-56.1381,74.5,86,100,4.85
489,Le Port,RE,2022-01-27 05:14:41,-20.9373,55.2919,82.36,60,11,1.83
490,Dolores,AR,2022-01-27 05:14:02,-36.3132,-57.6792,53.06,77,3,8.34
491,Rawson,AR,2022-01-27 05:14:42,-43.3002,-65.1023,61.12,61,0,10.45
492,Ilulissat,GL,2022-01-27 05:14:42,69.2167,-51.1,12.22,57,100,26.46
493,Uyemskiy,RU,2022-01-27 05:14:43,64.4743,40.8524,15.85,86,100,4.47
494,Qaqortoq,GL,2022-01-27 05:14:43,60.7167,-46.0333,32.5,90,98,15.52
495,Shibetsu,JP,2022-01-27 05:14:43,43.659,145.132,25.5,63,75,13.8
496,Tha Maka,TH,2022-01-27 05:14:44,13.9,99.7667,94.89,36,17,0.78
497,Hvolsvollur,IS,2022-01-27 05:14:44,63.7533,-20.2243,24.82,80,58,4.61
498,Plastun,RU,2022-01-27 05:14:45,44.7561,136.2939,22.26,50,1,9.51
499,Sakakah,SA,2022-01-27 05:14:45,29.9697,40.2064,42.37,62,6,19.44
500,Santa Catarina De Tepehuanes,MX,2022-01-27 05:14:45,25.35,-105.7333,46.94,47,40,4.45
501,Hambantota,LK,2022-01-27 05:14:46,6.1241,81.1185,80.83,58,100,10.74
502,Yeppoon,AU,2022-01-27 05:14:46,-23.1333,150.7333,76.78,67,97,14.7
503,Goma,CD,2022-01-27 05:14:47,-1.6792,29.2228,64.74,73,85,3.24
504,Jiayuguan,CN,2022-01-27 05:14:47,39.8167,98.3,24.19,32,100,2.73
505,Kirakira,SB,2022-01-27 05:14:48,-10.4544,161.9205,77.92,89,100,8.14
506,Dryden,CA,2022-01-27 05:14:48,49.7833,-92.7503,16.09,79,100,13.8
507,Santa Isabel,BR,2022-01-27 05:10:25,-23.3156,-46.2214,74.5,94,65,3.47
508,Ullapool,GB,2022-01-27 05:14:49,57.8987,-5.1604,44.35,85,83,17.05
509,Chiang Klang,TH,2022-01-27 05:15:49,19.2938,100.8617,81.73,32,5,3.53
510,Adra,ES,2022-01-27 05:15:50,36.7496,-3.0206,58.86,69,98,10.25
511,Sibolga,ID,2022-01-27 05:15:50,1.7427,98.7792,85.39,61,78,4.65
512,Kuala Terengganu,MY,2022-01-27 05:15:50,5.3302,103.1408,85.95,70,40,4.61
513,Sumbe,AO,2022-01-27 05:15:51,-11.2061,13.8437,75.6,86,100,2.15
514,Mildura,AU,2022-01-27 05:15:51,-34.2,142.15,100.08,32,40,9.22
515,Xining,CN,2022-01-27 05:15:51,36.6167,101.7667,18.55,82,100,3.74
516,Cherskiy,RU,2022-01-27 05:15:52,68.75,161.3,-42.7,98,34,4.94
517,Soe,ID,2022-01-27 05:15:52,-9.8607,124.284,82.53,58,72,5.84
518,Ozernovskiy,RU,2022-01-27 05:15:53,51.5,156.5167,18.0,93,81,11.83
519,Rehoboth,NA,2022-01-27 05:15:53,-23.3167,17.0833,75.13,40,74,3.76
520,Nome,US,2022-01-27 05:15:54,64.5011,-165.4064,-18.33,76,0,4.61
521,Santa Rosa,PH,2022-01-27 05:11:23,14.3122,121.1114,88.11,69,67,14.79
522,Lufilufi,WS,2022-01-27 05:15:54,-13.8745,-171.5986,77.79,77,35,13.47
523,Bundaberg,AU,2022-01-27 05:15:55,-24.85,152.35,82.22,64,100,3.0
524,Vangazi,LV,2022-01-27 05:15:55,57.0936,24.5486,35.38,98,100,8.21
525,Kholtoson,RU,2022-01-27 05:15:56,50.2981,103.3097,8.98,70,25,2.82
526,Inhambane,MZ,2022-01-27 05:15:56,-23.865,35.3833,82.38,83,40,9.22
527,Lakshettipet,IN,2022-01-27 05:15:56,18.8667,79.2167,70.93,30,0,8.43
528,Mana,GF,2022-01-27 05:15:57,5.6592,-53.7767,74.59,88,43,5.14
529,Bonfim,BR,2022-01-27 05:15:57,3.0833,-59.95,77.81,68,63,8.16
530,Belyy Yar,RU,2022-01-27 05:15:58,53.6039,91.3903,4.89,85,100,0.0
531,Baykit,RU,2022-01-27 05:15:58,61.67,96.37,-9.49,99,69,1.3
532,Kemijarvi,FI,2022-01-27 05:15:58,66.7131,27.4306,13.17,99,100,2.42
533,Plettenberg Bay,ZA,2022-01-27 05:15:59,-34.0527,23.3716,66.7,92,65,2.91
534,Linjiang,CN,2022-01-27 05:15:59,41.8069,126.9078,20.59,64,54,2.46
535,Amapa,BR,2022-01-27 05:12:52,1.0,-52.0,69.93,99,72,1.72
536,Puerto Del Rosario,ES,2022-01-27 05:16:00,28.5004,-13.8627,62.35,72,39,10.36
537,Otradnoye,RU,2022-01-27 05:16:00,59.7775,30.8181,25.88,94,100,10.02
538,Takoradi,GH,2022-01-27 05:16:01,4.8845,-1.7554,77.09,89,3,3.27
539,Khasan,RU,2022-01-27 05:16:01,42.4308,130.6434,23.94,47,0,17.85
540,Deep River,CA,2022-01-27 05:15:48,46.1001,-77.4995,-5.06,97,65,6.64
541,Kaa-Khem,RU,2022-01-27 05:16:02,51.6833,94.7333,-6.39,96,100,2.19
542,Ulaanbaatar,MN,2022-01-27 05:14:07,47.9077,106.8832,-2.07,71,3,2.24
543,Husavik,IS,2022-01-27 05:16:03,66.0449,-17.3389,31.91,78,100,4.12
544,Nexo,DK,2022-01-27 05:16:03,55.0607,15.1306,41.09,93,100,34.14
545,Hovd,MN,2022-01-27 05:16:04,48.0056,91.6419,-5.6,83,98,3.4
546,Carmo Do Rio Claro,BR,2022-01-27 05:16:04,-20.9719,-46.1189,67.03,92,95,1.83
547,Kavaratti,IN,2022-01-27 05:16:05,10.5669,72.642,77.61,68,93,11.7
548,Balkhash,KZ,2022-01-27 05:16:05,46.844,74.9804,-1.59,84,0,11.18
549,Woodward,US,2022-01-27 05:16:06,36.4337,-99.3904,22.23,94,0,12.66
550,Kassala,SD,2022-01-27 05:16:06,15.451,36.4,69.37,77,63,14.65
551,Mtwara,TZ,2022-01-27 05:16:06,-10.2667,40.1833,80.26,78,100,8.23
552,Chissamba,AO,2022-01-27 05:16:07,-12.1667,17.3333,61.43,93,100,2.01
553,Vernon,CA,2022-01-27 05:12:02,50.2581,-119.2691,18.77,97,32,1.14
554,Shieli,KZ,2022-01-27 05:16:08,44.1667,66.75,31.71,65,3,5.26
555,Luwuk,ID,2022-01-27 05:16:08,-0.9516,122.7875,87.24,70,95,1.59
556,Road Town,VG,2022-01-27 05:13:12,18.4167,-64.6167,75.99,73,0,13.0
557,La Ronge,CA,2022-01-27 05:17:08,55.1001,-105.2842,-0.15,71,0,6.91
558,Half Moon Bay,US,2022-01-27 05:17:09,37.4636,-122.4286,56.62,77,0,0.0
559,Saint Anthony,US,2022-01-27 05:15:30,45.0205,-93.218,30.31,77,100,4.0
560,Kaya,BF,2022-01-27 05:17:09,13.0917,-1.0844,64.27,15,7,10.78
561,Novyy Urgal,RU,2022-01-27 05:17:10,51.0736,132.5642,-3.06,89,99,1.63
562,Yatou,CN,2022-01-27 05:17:10,37.15,122.3833,34.3,44,54,16.93
563,Surin,TH,2022-01-27 05:17:11,14.8818,103.4936,95.92,34,18,5.37
564,Innisfail,AU,2022-01-27 05:15:48,-17.5333,146.0333,78.94,89,100,0.72
565,Meulaboh,ID,2022-01-27 05:17:11,4.1363,96.1285,84.69,65,27,3.98
566,Fort-Shevchenko,KZ,2022-01-27 05:17:12,44.5086,50.263,38.03,70,100,7.07
567,Wuning,CN,2022-01-27 05:17:12,29.2589,120.2311,44.6,91,100,3.98
568,Lompoc,US,2022-01-27 05:14:15,34.6391,-120.4579,53.92,75,0,5.01
569,Yulara,AU,2022-01-27 05:17:13,-25.2406,130.9889,100.24,25,53,6.91
570,Kaka,TM,2022-01-27 05:17:13,37.3482,59.6143,51.19,30,54,4.0
571,Agadez,NE,2022-01-27 05:17:13,19.75,10.25,46.38,48,13,9.33
572,Maan,PH,2022-01-27 05:17:14,5.9339,124.7356,85.96,71,44,5.17
573,Chingirlau,KZ,2022-01-27 05:17:14,51.095,54.0814,3.04,100,97,4.41
574,Port Moresby,PG,2022-01-27 05:17:15,-9.4431,147.1797,86.34,63,94,9.08
575,San Carlos,VE,2022-01-27 05:17:15,9.6612,-68.5827,69.51,67,15,4.47
576,Tadine,NC,2022-01-27 05:17:16,-21.55,167.8833,78.28,84,97,3.53
577,Newport,GB,2022-01-27 05:15:48,51.5877,-2.9984,49.24,92,100,1.99
578,Concepcion,CL,2022-01-27 05:13:02,-36.827,-73.0498,58.8,94,100,6.91
579,Awjilah,LY,2022-01-27 05:17:16,29.1081,21.2869,50.22,63,98,8.01
580,Acajutla,SV,2022-01-27 05:17:17,13.5928,-89.8275,74.8,80,36,6.44
581,Boyolangu,ID,2022-01-27 05:17:17,-8.1181,111.8935,85.03,70,96,5.3
582,Mambolo,SL,2022-01-27 05:17:17,8.9231,-13.0444,79.09,92,28,1.34
583,San Carlos De Bariloche,AR,2022-01-27 05:17:18,-41.1456,-71.3082,65.95,45,20,3.44
584,Olovyannaya,RU,2022-01-27 05:17:18,50.95,115.5667,-1.48,88,63,3.51
585,Chapais,CA,2022-01-27 05:17:19,49.7834,-74.8492,-9.62,85,71,14.14
586,Bitburg,DE,2022-01-27 05:17:19,49.9667,6.5333,33.48,77,100,8.05
587,Tecoanapa,MX,2022-01-27 05:17:19,16.5167,-98.75,74.84,84,1,4.5
588,Rio Gallegos,AR,2022-01-27 05:17:20,-51.6226,-69.2181,53.65,62,0,14.97
589,Cairns,AU,2022-01-27 05:17:20,-16.9167,145.7667,87.75,66,100,8.05
590,Goderich,CA,2022-01-27 05:17:21,43.7501,-81.7165,16.12,67,96,20.71
